,user_id,name,time,rating,text,pics,resp,gmap_id
13086,107321805561391629272,Nic Thompson,1571426715055,5.0,Best breakfast burrito in town. Great food and friendly people. Good prices too. Only negative is the phone doesn't always work for calling in orders. If they don't pick up just go down.,,,0x8099476249b4ed51:0x55a7757c5d3cfd5a
23017,107204225115854344082,Diana Radkay,1526931048824,5.0,Long lines so get there early. Good food,,,0x80c8c43262137771:0xd36bf9033c4749ef
73241,114530088346704768008,S Williams,1496444819803,5.0,"Fresh, hot and good",,,0x808e20c907023061:0xc808af7d7e06e89d
90758,112147925155599711911,Donald Livingston,1551257241279,3.0,Slow and long wait staff very friendly,,,0x80c8c444a6914265:0x54c75d579e052e94
50387,105329399844212794198,Denice Monahan,1553829937605,5.0,"Loved it,food was good to.  It was fun looking at everything",,"{'time': 1553873259076, 'text': 'Dear Guest,\n\nThanks for the taking the time to write a review. We apologize for the inconvenience you endured. We will take your feedback and will pass it along to our team members with hopes that we will improve our product moving forward. Thanks again for the feedback.\n\nSincerely,\n\nHard Rock Hotel & Casino, Lake Tahoe Team'}",0x80999a9cf31c410b:0x37a13ecd88f9da57
9851,100530947588346454380,Jefferey Barnes,1559895388169,5.0,Love the food so delicious,,,0x80c8c6a765e6255f:0x2dc0c973eb44990b
62454,103106001522093121824,Sasha Ritchie,1472334660916,1.0,"Rude and belittling management, basic cookie cutter wedding. Venue is mediocre at best",,,0x80c8d0034d1f197d:0xf658fbefa1758df
6693,118204576635221152051,Ryan Shuford,1569451089430,4.0,Love this place,,,0x80c8cf8ff72492d3:0xb568d846337b0fa8
13063,109442639160626048077,Benjamin Cox,1612881416829,5.0,Great atmosphere perfect for date night. Food portions are great for price. Staff is friendly and welcoming.,,,0x809940ca8136bcc3:0x176bbfb8fa486d
54464,111403263923927291163,Kei Kurasaki,1518491715706,5.0,Good place,,,0x80c8eafdfaab85ef:0x8a5c50e34fe9ce6c
48221,117381951960129766879,omgitsashley923,1606085337781,5.0,Exceptional service & staff. A beautiful & peaceful place to lay your loved ones to rest.,,,0x809946d10d8fae43:0xb67915e80d7fb0a2
74788,112770704836458976233,Laura F,1598286249387,4.0,One of the workers behind the counter thought she didn't have to wear a mask because she was behind plexiglass other than that it was okay,,,0x80bd60fa63ad9dcf:0x8fa6da36693d40f0
39937,109255186530715023474,Soléil McCants,1553642446440,2.0,"A bit disappointed that they didnt return to me a couple pieces of property i left in the car. Im a local so when i returned the car and was on my way home, within 20 minutes I had called and placed a claim. They said they never say the items. I think they turn out cars for the next customer and don't go through them or perform any maintenance before sending them out again. I had to spend $80 to replace the items",,,0x80c8cf673b9520c7:0xd941db90516f0356
57328,103104933561066979078,Amy Flores,1541990011643,4.0,The service was amazing. It was a birthday present from a friend and I'm so grateful. 10/10 recommend. Would definitely go again.,,,0x809941da678e7fcf:0xf52c25edc8e5c982
80372,115609974989990508013,Ruth Montaño,1587054598443,5.0,"(Translated by Google) Prices are good only a little cleaning would be better. This time I walked in it smelled a little unpleasant at the entrance to the vegetable

(Original)
Los precios son buenos solo q un poco de limpieza sería mejor. Esta vez que entré olía un poco desagradable en la entrada de la verdura",,,0x80c8c31f8d80088b:0xd227ef3688868ab1
24388,105993744297181573146,Salim Budak,1613340655388,5.0,"I give the U.S Halal Meat store a 10/10 score. The store is very friendly and respectful, they also help at everything and I really liked it. Also the syore has great products from every catagory and they are all good quality. Lastly if you were to ask I would say that you should visit and purchase things from US Halal meat because of its diversity of products and the nice service as well as the clean and great design store.",,,0x80c8c53f5f04d10d:0x8f0da57fd9a0d46d
18265,111889502396310328858,iAmRockinRich,1543110310949,5.0,We ordered the Thanksgiving Feast and it was one of the best we have had. They turkey was very moist and side dishes were all good! I would definitely do this again. There was 5 of us and we had lots of leftovers! Thank you for making my preparation for Thanksgiving stress free!!!,,,0x80c8d0f6347d91cf:0x535f86586b935b12
84297,110282441226219122529,sailor sailor,1606968879112,5.0,"Mr.  Jude is awesome!!!!!  He works at plumbing department.  He helped me to find what I need in seconds!!!  This guy is the super star of home depot!!  Mr Jude,  you're the man!  I highly appreciate your help!!!!",,,0x80c8c7c9221843ed:0xd50b8850c032f32a
88184,116247806426866901400,Mark Levin,1555194336028,5.0,The best in Reno,,,0x8099151ded327023:0x8bec718a872a5ee7
85572,114361248771190643343,MrMarioheat,1507318960757,5.0,After eating here I suddenly got superpowers from superfoods,,,0x80c8d0f8b122a371:0x588f28e545aad90e
56023,111842776155878790704,Trent Ralston,1474173538173,3.0,Hung ovwe,,,0x80c8c030f510ea47:0x809836697902add8
30217,103797258577270771152,Jonathan Fried,1534807276614,5.0,If you are looking for a lawyer. Stop look no further. You have found the best lawyer with the personal touch. You will deal directly with Christian.,,,0x80c8d1dd52f99975:0x7c5ee159f8221277
60802,111437579598132694576,David Johnson,1553561811371,5.0,Have most everything you need in a hurry. Don't have to go to Elko. Great staff,,,0x80af56eb0690b31d:0xe266d84151bb449a
85552,116133112548524661679,Ajith Kumara,1530741400908,5.0,"Food is awesome and service great
I order Indian and Chinese everything was
Awesome we are coming back",,,0x80997019e6a6b703:0x36e8db5f8f71fabb
90670,102836537396024220753,Debbie Cruz,1592277631156,2.0,Not what I expected bad service,,"{'time': 1592339082462, 'text': 'Debbie, we are so sorry if there were any service shortfalls during your stay. We pride ourselves on fun, family-friendly experiences and we apologize that we let you down.'}",0x80c8c40cdc682b99:0x13e0487c787924f4
11427,106629675524794061037,Jeanine Den Hartog,1615743326406,5.0,"Always a great time here. It was so much fun bringing the car out to the track. We've been missing racing in CA, no tracks open. This was a small crowd, most obeyed the mask rules, but more important we all had fun. Safety crew and Race staff are awesome. Look forward to coming back soon.",,,0x80c8e75aa25eed11:0x2959d797b95c232a
93150,108617722467433549542,Kevin Arnold,1424976691319,5.0,"Good tacos, but the waitress read my palm and she said something about eternal darkness. Now none of my cats will come within 10ft of me??",,,0x80c8ce457c68c275:0x828dd7dd4cbb2296
90504,113500966945940713146,Briana Dorsi,1552919839073,5.0,Been coming here since it opened!!! LOVE IT,,,0x80c8ceefcf804039:0x3683a0b4fad5091b
21340,115827641218908378037,Du Li,1545794830687,4.0,Good Chinese food and groceries,,"{'time': 1545853213956, 'text': 'Dear Du Li, Thank you so much for shopping with us. We are happy to hear that you enjoyed our product selections. If you like to share further details about your experience, please feel free to email us at customerservice@tawa.com. We would love to hear more from you. We look forward to serving you again. Have a great day! Best, 99 Ranch Market Customer Service 1-800-600-8293'}",0x80c8c6a5c5019043:0xec2b63693b8d5d9
77218,105343082238718027215,SandySees,1552241672910,5.0,Lots of men's and women's clothes on clearance,,,0x80c8c17b097554f7:0x28a316b8a0f7fdf5
31710,111145474612189591727,Suz Struts,1565111389860,5.0,"This place is a gem the people and products are top notch. I use cbd for migraines, pain, inflammation and anxiety. Finding quality cbd in Vegas can be tricky thank you for carrying clean products. My favorite is the gummies but I can't live without the water soluble.",,"{'time': 1565114614769, 'text': 'We appreciate your feedback and appreciate your business. Thanks for checking out our newest Shaman Store.'}",0x80c8c9ae847883df:0x8641414c3a093bf9
62904,115260694510893605916,L Kaplan,1572307345851,5.0,Excellent service and food,,,0x80c8c5efc0d8899d:0x9a11d86c18938ca2
90571,114735432138869243965,Dennis Pelaez,1577401648450,4.0,One of my favorite one stop shop for electronics and appliances.,,,0x80c8c4f98cebc32b:0x55638278bcd3b490
64659,111006484756187507152,Gordon Relyea,1566252986739,5.0,"I came in for tires on my old 2002 998 I just bought.   Even though they don't currently have a mechanic to work on really old stuff like mine, they were happy to tell me where I could get service.  The balance on tires is perfect and they had lots of advice and history to share about the bike I got.  When I start looking for another bike(soon), these are the first guys I will see.  -Gordo",,"{'time': 1569530406532, 'text': ""Hey Gordo, Thank you for allowing us to help with service of your 998. We're here for all your tire needs!""}",0x80c8c7eaacdeb6c3:0x8681b1d5da8308ff
73238,101448192546349220296,Q Neal,1546248319965,5.0,Charles was a great helper ty this is my first time i will be back,,,0x80c8c4fe94819a3d:0x877d10da0f57f11c
84360,113581055248823949707,Scott Zlomke,1527787349098,5.0,"Breathtaking, the overlook was so quiet and serene",,,0x809940cac0000001:0xd82f1208360f9577
41823,108061662193284125154,Beverly Wells,1577939494700,4.0,Expensive!,,"{'time': 1578182699581, 'text': ""Beverly, we're so glad you could join us! We do our best to provide the best service at the best price, but we appreciate your feedback. Hoping you'll make it back. -Ismael M., Owner""}",0x80c8e85e2e3fb403:0xd443db4fb4d6e013
97696,112666706787669994742,Dawn Lanoue,1548041882826,4.0,A great place for lunch breakfast or dinner,,,0x80c8da8d6fa893d1:0xda2260cd96baa6a6
95247,106946223268797829854,Brenda Vallejo,1614139165551,5.0,Best cookies I have ever tried! Thanks crumbl,,,0x80c8c5a58edf4043:0xda299c57ef90d57f
63031,102194898732934041946,Elena Ramirez,1532808756275,5.0,Francis!! Did an amazing job!! 10/10 recommended Secretos Beauty Solan. They were super nice!,,,0x80c8dcc7a6a0b9e3:0x6cff79d8c387d67
98024,112462437677256708847,Armanda Kwiatoski,1545142769723,5.0,Clean,,,0x80c8c5519b4f067b:0x41f5500904fbdaf9
9426,114595616995411739987,Luis castro,1514345353650,5.0,When it comea to service On a scale from 1 to 10 i give United nissan a 10. The attention they give you is excellent - i felt like everybody goes above and beyond to keep you happy and satisfied! This is the 4th vehicle i purchased from united nissan and am really happy!,,,0x80c8c4ba32fdc9e1:0x7a03f01d87f75b2c
85565,104725730788962765861,Kevin Allan,1489029992342,3.0,"Waitress was good, food was slow coming out and I was finished with mine before the last dish came out.  Not good.",,,0x80c8cc040805c7b5:0x96a3f002de2f6136
60602,114250968760222975687,Jay Vegas,1494391075243,5.0,I've been to Vegas 4 times and on my second time A group of my friends met Houston on the strip with a bunch of exotic cars we Rented them for a few Times on the 5 days we were there Houston treated us like we're are family and every time since ....that why we ALWAYS go back to Houston keep up the good work Amazing customer service !!! See you soon !  Canada Loves Royalty Exotic Cars !!!,,,0x80c8c425f445f48d:0x7b51ef32201743d6
69159,111624408952807190723,Michelle Basilotto,1558300050272,5.0,Great staff and service!,,,0x80c8c1eeac9a0fbd:0x8f56c5fa6325f62e
2376,105192006443950839464,Lisa Swag,1568543561982,5.0,"I'm a member of CSN Cleaning Las Vegas we offer Houses, Apartment, Business Housekeeping and Maid Services.",,"{'time': 1565212465496, 'text': 'Thanks Lisa!'}",0x80c8ddb63ea43b7f:0x5e7ab6988ec5f07c
6900,105095739137720450952,Edgar Montalvo,1497203033521,4.0,Food was ok! But expected to be better,,,0x80c8c141e6b28275:0x24879d69b865eff6
44238,115655545687886314294,Julio Salvador,1560452495436,3.0,"Mediocre food at a very expensive price, even for the AYCE option. There is better places in town.",,,0x80c8c72b6cbcc309:0x72b09d811eb6ba81
78932,100400924868753932107,JW Lewis,1471448496326,5.0,"Holley is great! A very friendly, nice person and has some of the best coffee and service in the area!",,,0x80c8c83d5bb34fe3:0x81f929a2805b86bb
50668,118000097376723844756,Edward Tolliver,1550804432475,5.0,Excellent shops,,,0x80c8c4f136f622e1:0xce217ca845cabe15
5451,114350667741552643938,Wendy OConnell,1538663270010,5.0,"Awesome, good is fantastic!",,,0x80c8c4bd3872ab87:0xb62e3527f9742470
24331,117998228561005860630,Laura Harper,1528823011341,2.0,"This is second time I've tried this place. It's meet and clean. I enjoy the movie posters,  but I just find the food to have very little taste. Sweet is good though.",,,0x80993eda655dd1e9:0xd97dc10763faabd1
20782,111216393087412284603,BiJon Clark,1482789122308,5.0,It was great.  Only one 3 card poker table though.,,,0x809941da678e7fcf:0xf52c25edc8e5c982
13829,,DenverBoy,1466294400000,,"Very comfortable and good place to stay.  Staff pleasant and most amenities very good. However, internet would not connect to our computer.  Reported to front desk person, but he could not do anything for us.",,,0x80993e84843f75a9:0xbbe5520eaccf984d
73958,115488439484258496995,GRIZZLY AdventureS,1603835617204,5.0,Awesome food and employees,,,0x80c8c1f33005fb39:0x23500f913be3db4
88593,109349613129482520998,Duey Swenson,1546323050246,5.0,Excellent service and great food!!  Outstanding experience.,,"{'time': 1546327481599, 'text': 'Your opinion matters to us.  Thank you for the feedback.'}",0x80c8c5f091997b7b:0x2722866239ff8b3e
80729,106300502990001490177,Charlotte Reed,1611788187483,5.0,"Shelby was such a great help with my iPhone X! My screen looks AMAZING 😍. Such a sweet girl, she was so patient with me and had me fixed up in no time! Thank you!!",,"{'time': 1612030467490, 'text': 'Thanks for choosing us for your iPhone X screen repair, Charlotte. We appreciate your business and your sweet review! Be sure to stop by again for any future repair needs you may have!'}",0x80993ff22dd5bd4d:0xeae62ba138c82a31
95687,107080115679602402330,Doss Ramsey,1609340756987,5.0,"Great service from our waitress Tuesday night, even though she was juggling a full dining area and takeaway orders, and the best meal we've had in the week we've been on the road. Great sweet chilli catfish special and the satay and bbq pork belly were also top notch!",,"{'time': 1610171601524, 'text': 'Thank you for the awesome review! We appreciate your business and deeply appreciate you taking the time to write a review!!'}",0x1525c1d1fdad6bd1:0x41cf59faaa152c22
73780,108662042751802404585,Michelle Scott,1523650598239,5.0,Everyone that work there was very helpful and professional would definitely get my business again,,,0x809886e64947b52d:0x2a4f654de1a8ce01
45694,100454512636535330364,Thomas Lightfoot,1563363515112,5.0,"Love the field, great addition to the region",,,0x8099474ad72742d7:0xf8873def78e76a2a
16185,108729891789679123904,DARLENE HAYWARD,1573777193636,4.0,"I was with the Red Hats Ladies, waitress was awesome. The owner is wonderful and the food was Great. Thanks Brooklyn's Best Pizza",,,0x80c8b9092cbd0abd:0xf4cdf1f61bf8b217
78158,115222401466558765530,Marshall Krakauer,1530410800301,5.0,I went here after donating blood. I really have nothing to say about the place coffee was good but you all should fonsge blood,,"{'time': 1535388463683, 'text': 'Thank you very much we appreciate your business'}",0x80c8d0594b90e745:0x7d0dde2504fb0afa
41009,115840980894072599916,Ryan McLeod,1615017002048,2.0,Nunya daaamn business!,,,0x80993f265340bc43:0x7cee54d5a0540f81
76307,111846310683827932854,Martha Alvarez,1545626796459,5.0,Very fast and friendly,,,0x80c8c4f8dd4359d9:0x125c8fb52017b587
14489,103780584299432424259,Elizabeth Solis,1582680163278,5.0,"(Translated by Google) The best.

(Original)
Lo mejor.",,,0x8099409742e1eb61:0x173b75a9500c091a
67166,103891530017959481893,Ashley Smith,1572843327274,4.0,1Oak was lit. Boyz2men show is transcendent. Butter cake at CPK. Drinks at the rhumbar.  Perfect weekend.,,,0x80c8c415f0a42c77:0x6dfe9d2a7799bd63
83314,109763164638931154687,Stephie Guzman,1550081574112,5.0,"Hands down the best hair shop!! Dont let anyone tell you different. I had to find out for myself. Family owned & operate, they are very friendly here. They make you look and feel so pretty! Thank you ladies❤",,,0x80c8c1aa19b12107:0x6f2a0bba5ca7d055
49863,115236290457503799711,Francesca Lombardo,1440119704485,5.0,"Such a Beautiful Clean Wellness Spa!! Everyone is so friendly! They offer nice & quiet private rooms so you can relax and get the royal treatment. I go there to get facials and lash extensions from Noel who I love! I've also had a massage from Michael, he's wonderful! They also carry a full line of doterra aromatherapy oils and supplements. This is definitely a great one stop spa that Id suggest anyone to check out whether you're a local looking for a great wellness spa or tourist looking for a relaxing day spa day!!",,,0x80c8cfab52e5ea3f:0x21cc90147d07ccba
11134,105135676136019256689,Rosemary Nunez,1596585244137,5.0,Quesadillas is my favorite,,,0x80c8e81fbd59473b:0x2cff0a3706d1364c
58114,118162098670081970116,Sade Cooley,1548462854175,1.0,"Missed 1 payment I repeat 1 payment because I was affected by the government shutdown. They’ve called me over 30 times in a day from multiple numbers! My block list has over 60 numbers, all belonging to them.  It’s ridiculous. I will be paying my credit card off and closing my account once the shutdown is over. It’s crazy how they harass you over 1 MISSED PAYMENT.",,,0x80c8c5878f9582d3:0x6e87a569376cc074
21702,104172118775567756062,Hamm Vitrifex,1580104121620,4.0,"Have not been there, but, i really like the clown motel. I've stayed here several times. It is under new ownership, and is almost completely remodeled! Love it",,"{'time': 1580233451103, 'text': 'I am glad you enjoyed your stay in Tonopah.  We hope you will stay at the Best Western Hi-Desert Inn the next time you are in Tonopah, Nevada.'}",0x80bc06d65d98df89:0x6b6c46f28593add0
5190,113824933355631073342,Brenda Cox,1502929306599,5.0,A couple of weeks ago I visited this restaurant with my friends - We were on a Girls Trip! The service and food was awesome. We met the owner and she was just as awesome. I had the catfish with grits and I tell you it was GREAT!! If you're ever in Vegas I highly recommend this place! Thanks Trina!,,,0x80c8c2482d65ca79:0x3c9243f3ebf6602c
78089,109215212154784069326,Scott Densmore,1544641680863,5.0,"Don't go anywhere else. These are the guys you want to talk to when it comes to anything related to camping,trucks, tool boxes.",,,0x80c8c4a67854cba9:0xb0b48e2e304c5da9
71281,100942222587488481232,alba maldonado,1591551861287,1.0,This place was horrible!!!! Waited for an hour and still didn’t get my food! No one even took care of us. Don’t Go HERE,,,0x80c8c5470c427109:0xa50f1e4104aad9f8
34253,101354662544411328149,Allan Rae,1521382793093,5.0,Love that place. Allays clean and good seats,,,0x80c8c6992ecd6801:0x1ab67f2897e21dd2
52135,105776459255133516550,Daniel Garcia,1529264101121,5.0,"good prices, beautiful women, great music.",,,0x80c8c43dd0887e9d:0x86765d15e7373310
97871,115332682236394116730,Grace 2 Slide Ron Hali,1509662496470,5.0,"Loved it. They only serve peoduce in season. Like a few weeks ago they put a sign up saying ""since avocados arent in season anymore they wont be serving their avocados sandwiches."" AMAZING!!!",,,0x80c8dd599c60ca67:0xe947bfceb24746b2
26221,104122865433653870232,Jamie Favreau Boudrie,1519787536269,4.0,Great food and atmosphere!!,,,0x80c8c68ec6b7c029:0x349acad40e1aeb15
76888,102517558646272014046,Joel Maus,1547762201684,1.0,Always sounds so good but then I feel gross afterward.,,,0x8099472e9cc5d8b1:0x109df4276888069
71191,111566258265594122628,Nena Linares,1521278117307,4.0,"(Translated by Google) The great cafe is great

(Original)
El gran cafe esta buenisimo",,,0x80c8c3f7c07ce98b:0x9ba92e2a846953c1
58745,101127187751245964264,Teresa McQueen,1587780928985,5.0,"We’ve been coming here since they opened, and we have a pretty consistent list of items we order. It has always been great, but today is what set the bar for us. We tried the chile relleno plate, and OMG, this made our entire freaking year. The textures and flavors of the cheese, sauce, and batter come together so beautifully, both my husband and I were just in awe of how delicious this was. Not many places will make chile relleno like this, and for me, this will be the one that every chile relleno is compared to. Yes, it was that good. Rocked our night, put us to bed, sweetest dreams ever BEST !!!",,,0x80c8d07b46a55939:0xa14ff677fff01081
965,102129474241469231461,Carl Forman,1576477547196,5.0,A great variety show.  Worth the trip to the Rio to see it.  Nice venue.   Totally enjoyed it.,,,0x80c8c4213dcf96f9:0xa7b2731a5f90e05b
33534,114380141698930316203,Raz Rac,1599009525813,1.0,Worst customer service ever. Second time a a asian women here was of no help whatsoever. Waste of time waiting. there are many bad AT&t stores with bad customer service this is by far the worst out of a already bad selection,,"{'time': 1599585489052, 'text': 'Hello Raz Caiel We work hard to staff our stores with knowledgeable and friendly team members. We are sorry this was not your experience. Please feel free to provide us with more details online by using this link (issues.mywirelessgroup.com) so that we can address your concern. Thank you!'}",0x80c89352ffa75eb9:0x35ef06a5ebde847c
43180,115012507195015859555,Rayann Keyes,1552273603370,5.0,Perfect doggie boutique and bakery. Got the girls treats and don't have to worry that's it might be bad for them.,,,0x80c893527214c9bd:0xa6c463b197c0137
39120,107941883068403966717,Anita Hendrickson,1481647933682,3.0,"I go there for particlar things, but I find it not so clean. Produce much cheaper than regular stores.",,,0x80c8c6b7c0f57589:0x86cd4abce98fde2e
37138,104657655542370209207,Michaela Sherman,1572070321649,5.0,"Very chilling, absolutely loved loved loved the new exhibit. The energy in there was so insane!! Traveled all the way from Montana specifically to see the museum and I was NOT let down. All the workers there were incredible and the ambiance was just absolutely spooky",,,0x80c8c38315e90b47:0xed34bcf629717657
41272,118106454840214031889,Chris Martin,1514873630641,4.0,"This is NV’s oldest State Park. Dedicated in 1935.
Very impressive! Wonderful colors and formations.
Well worth the time and effort to go see.
My brother and I were camping at Red Rocks for the repelling and hiking.  Took the time to go see Valley of Fire. No rock climbing, bolts, or chalk at Valley of Fire. Just boulder scrambling and hiking.
The Small slot canyon was cool. The petroglyphs are awesome. It’s to bad some people don’t have respect for these historical wonders and defame these Beautiful and spiritual drawings by scratching their names in the rock. Truly ignorant self centered people. If I knew where they lived I would spray paint my name on their house!
Good times there!","[{'url': ['https://lh5.googleusercontent.com/p/AF1QipOTQXZjTfr5b9Tmmh1cV5v2KKbI368TJlGbxkIH=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPBnt3vmUda16Bhc5kQ7TL19Jft-eWK-xa0ErUe=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMF6SPeMuwR7kZ_0G3Hm_-QtI4eh3mV3Sdy6uaW=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipO1vFq-1q0_hEv9pEM_DDCAbVaiMgsfyfBbrm8o=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipPnvYr81FxlMgdtiv0vSzL_TRYfxpLYLkM4c76p=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMUiHOKX6ks5V8PdD8XCXQ3x44Yldmkco57tMdb=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipMT8uErNwilFg3YIQf253W19wWulFPjR4SEjv7d=w150-h150-k-no-p']}]",,0x80c96b2bca0cabf5:0x4c5d735aaf7cb075
53027,115333993464624880901,Cathy Benware,1516154007978,5.0,Love the Agora product line.  Purchased it in Vegas and asked to have it shipped to me because of luggage space. There was a bit of confusion about the shipment but I phoned the company and Meschelle was very pleasant and took excellent care of me.  I am very pleased with the product and the service,,"{'time': 1516987273157, 'text': 'Cathy, thank you for your feedback! We are glad you are happy with our products and are always here for your skin-care needs!'}",0x80c8c6af54ff4763:0xd731a515704b402f
62374,114421996823862025013,Jim English,1538015544885,5.0,"Always the best, too bad people still don't believe they have long houses to fill from either side, but because most refuse to do so I can usually always find an open pump.  Pumps are well maintained and stations are clean",,,0x80993f7c4450dafb:0x97e68d126e67dc36
31184,116004820214187361083,Michael Meaux,1570755239036,1.0,I visited this location and sadly the experience has been a bad one I have been craving churches for some time and visited and when we walked in we stood there for approximately five minutes with zero acknowledgement. That clearly explains the 3.3 rating a simple hello how's your day or be right with you would have made the experience much better and would have made us stay instead we decided to visit Popeyes. Luckily our experience there was much better. that being said it clearly identifies why Church's Chicken has a 3.3 rating and needs to work on their customer service.,,,0x80c8c878e9b12dbd:0xeb01aa7a29835af6
32918,115018723937647676174,Lisa McKnight,1577587911616,5.0,"Awesome staff, great food! Very fresh!",,"{'time': 1577620813311, 'text': 'Lisa, thank you for the great review, we love to hear from our customers and always strive to provide the best experience. Hope to see you again soon!'}",0x80c8eb93173b9959:0xfc59f8e64081e02c
93932,108167848799423514409,Kathy Liska,1541534514218,5.0,You only pay to play the pinball machines.  It was a second visit.  Great place to bring your children...They will be moving to a place on the strip in a couple months or so.,,,0x80c8c50ff1d511e3:0x1672bbebe597c4c3
84794,106069506395595543274,Sharon Moddell,1529684424332,5.0,Had a fantastic easy transparent expierience here.  Tried to get lease numbers from the store across town(live and work a lot closer) and they referred me to the Acura website. Asked for numbers here and got it instantly. Thank You Sam and German for your help and transparency.,,,0x80c8d11f21b2abbf:0x4b1c5c05b94b2963
29373,118197415642713472901,Liz Zzzz,1569082347003,5.0,"Awesome place. I checked out Happy Place and the ice bar and had an amazing time. The casino is also great, they actually refill your drinks unlike other places.",,,0x80c8c5cffb824261:0x97f68a25c5b4ddef
25717,111125435894738563421,Doug Mcroberts,1577683368559,4.0,It was a pretty nice place inside other than the little bit of a smokey could use a better filter system but other than that it was nice,,,0x80c8cf4a376fff3d:0xd04311b525d4c24d
99607,110237723005672869418,Rob Lopez,1597717557227,5.0,Great gas station for a quick pump n go! Employees are very nice.,,,0x80c8c03b1841bf35:0x94edf2f5741d02ca
61461,114810791827157355545,Alisa Barone,1584166351216,5.0,Delicious meal! Wait staff was great!,,,0x80c8c414f11eb46f:0x70dfff96dbb0c2c1
5693,104387173885616800370,Chuck,1533522706190,4.0,"Waited 1/2 hour for 15 minute pizza, apparently had it sitting in warmer and me listed as pick-up after I ordered the pizza there and asked for a table to be cleaned??",,,0x80990aef1c8c8f77:0x87f50920b47da616
32935,101491667514300146151,mario miranda,1518651959450,5.0,"(Translated by Google) I recommend that place for those who want to enjoy some good tacos or burritos

(Original)
Ese lugar lo recomiendo para el que quiera deleitarse unos buenos tacos o burritos",,,0x80c8c46cceb69db9:0xeb35f55da636551f
14684,110257396758119010259,Geneses Shiela,1490131323407,3.0,It was too hot in there's small selection on bouncey houses but it was still a bit fun,,,0x80c8d1a9df27bfcb:0xbc988cd3c206659f
60378,101646118834906826330,jose rodriguez,1618618939197,5.0,Fast service,,"{'time': 1618851841045, 'text': 'Thank you!'}",0x80c8c661e78bd1fb:0x1748ecc5fbef9c90
86387,105323740662812784835,Shaun Williams,1519146338573,5.0,"Good deals and good food. And very quick. Thank you. They are also open 24 hours 7 days a week. And that's dine-in and drive thru. Which is really nice because it's close to the strip right next to circus circus casino. It's a really nice, clean, and pretty fancy for a McDonald's. They have plenty of seating. Only thing they don't have is a play center for kids. But that's probably due to it being close to the strip.",,,0x80c8c4729db6ae53:0x4648089953c71c55
131,113711113564517876227,Charity Pape,1554326731418,5.0,Loved our first Escape Campervans trip - made our family adventure even more fun and way easier than tent camping with 2 littles!,,,0x80c8c41af70e5663:0xfdb0e26c75144377
81364,105988130995610965909,Glen Tucker,1497466235016,5.0,Your crew took immediate care of the leaking drain plug. Replacing the bad plug efficiently and effectively! Thank you,,,0x80990a868861a52f:0x1573e87d62134f01
68567,114413712351921269649,Shaine Stevenson,1550372546302,5.0,"Very clean, new and our kids love it.",,,0x80c8d1f6b9282bbd:0x58972f9c559fa0d5
33269,109896382445580663301,Inspired Images by Kurtis Zetouna,1516771905202,5.0,"Never had issues flying through here. Always seems to be quick to check in and no long lines at security.

The rental car shuttles are convenient and quick.

The airport is plenty convenient and easy to move through.",,,0x80c8cf60cb6f8dc3:0x7074310f1677d61a
1033,114266577705172343219,Alfredo Montero,1558819732395,5.0,Almost frozen cold beer is hard to find,,,0x80c8ce408360eb8d:0x9a3c6fa71d45abaf
24638,103761258076571146370,Michael Madden,1584231375974,5.0,"I have used uhaul many times in the vegas area for the past year and they’ve always been ok ... BUT this is the first time I’ve felt compelled to leave a review (5 Stars!) I had a last minute reservation with some last minute requests at the counter and I can tell you Riley Rocks!! Very polite and professional, she handled all my special requests effortlessly - Thank you for making this EASY - I’ll be back to you use again !!!",,,0x80c8cf3b721e48cf:0x25ad28d68ee3497c
4361,109283111898688575418,Sondra Flores,1496615299165,5.0,I like to go to Love's other than any other truck stuff because they have bigger parking lots and it's much more roomier I get better deals there,,,0x80a91987d6d443a3:0xb2c650e4b9f50682
80045,107497270125294785090,Joseph Ray (SA lektonXLIV),1609281986098,4.0,helpful staff,,,0x80c8c4a0ab1df52b:0xfee8e48bf535dd44
23555,104566571500197833115,Robert Kruger,1554759167424,4.0,"Excellent food for a greasy spoon, perfect green chile and bacon. Bar is a bit smoky, patio is quite pleasant.",,,0x80c8dd1f9f059287:0xeb2a94aae7e2c25
67871,117824349143937230443,Garyfalia Balanos,1553394444343,3.0,It's a mini Wal-Mart.  But has better customer service,,,0x80c8950edeec9199:0xf71ea7307a8345ea
15776,104148951455765265895,tootsie girl,1514659015043,2.0,People don't clean up after their dogs.,,,0x80c8c4a2be3d017f:0xd19ff8f3b1e929a4
33373,107916104212221711466,RUBIEL CASTAÑO,1567295502744,5.0,"(Translated by Google) very well

(Original)
Muy bien",,,0x8099153c20248f65:0x72fc502fa1140a3a
